年齢,性別,身長,体重,今の時間帯,空いた時間,食べたカロリー,これから食べるカロリー,食べれたか
22,女性,160.1,57.0,2023-08-22 13:06:00,15.2,336.7,783.1,1
64,女性,157.3,54.9,2023-08-22 17:59:00,2.8,498.8,349.3,1
25,男性,172.7,65.6,2023-08-22 14:23:00,19.3,646.4,567.9,1
33,女性,157.5,55.4,2023-08-22 15:10:00,10.9,718.6,529.8,1
22,女性,159.5,57.0,2023-08-22 23:03:00,3.2,378.3,485.3,1
51,女性,159.6,56.3,2023-08-22 10:19:00,11.9,729.2,453.9,1
19,男性,174.2,67.7,2023-08-22 08:37:00,4.6,431.3,425.5,1
45,男性,174.4,67.3,2023-08-22 10:58:00,10.8,524.0,708.6,1
73,女性,162.7,59.2,2023-08-22 09:30:00,15.8,568.8,728.1,1
73,女性,159.6,56.6,2023-08-22 21:04:00,2.4,638.8,687.7,0
61,女性,160.4,57.5,2023-08-22 07:35:00,13.3,446.1,668.2,1
46,男性,168.7,62.7,2023-08-22 06:19:00,11.8,483.5,615.5,1
57,男性,171.0,64.8,2023-08-22 21:27:00,13.4,476.1,490.8,1
30,男性,173.9,67.5,2023-08-22 14:19:00,17.9,455.5,320.6,1
61,男性,170.9,64.9,2023-08-22 18:26:00,21.6,771.0,352.7,1
26,女性,158.2,55.6,2023-08-22 07:56:00,3.8,688.3,707.2,0
61,女性,161.2,57.3,2023-08-22 03:09:00,7.8,531.5,664.6,1
70,女性,155.1,52.9,2023-08-22 11:59:00,14.9,344.0,692.3,1
48,男性,170.2,64.5,2023-08-22 20:35:00,3.1,493.2,514.6,1
45,女性,156.4,54.5,2023-08-22 18:46:00,4.4,445.4,633.3,0
71,男性,172.7,66.3,2023-08-22 04:36:00,22.4,320.3,772.3,1
65,女性,157.4,55.0,2023-08-22 19:34:00,2.3,444.3,397.9,0
71,女性,158.3,55.3,2023-08-22 14:07:00,4.1,776.8,448.9,0
60,男性,167.0,62.3,2023-08-22 02:32:00,9.0,314.6,551.1,1
67,男性,170.8,65.1,2023-08-22 17:37:00,10.3,444.6,465.1,1
42,女性,155.7,53.6,2023-08-22 18:24:00,1.6,690.5,625.7,0
29,女性,164.8,60.4,2023-08-22 22:12:00,15.3,521.8,522.6,1
36,男性,170.5,64.4,2023-08-22 04:59:00,13.5,301.6,492.7,1
38,女性,158.6,55.9,2023-08-22 05:59:00,14.4,411.3,366.2,1
20,女性,158.8,56.2,2023-08-22 09:56:00,1.0,737.4,706.0,0
52,男性,165.1,60.7,2023-08-22 05:48:00,20.6,314.5,666.5,1
73,女性,155.4,53.7,2023-08-22 06:36:00,19.4,407.4,524.2,1
36,男性,167.1,62.4,2023-08-22 10:13:00,18.9,531.2,522.8,1
57,男性,165.9,61.2,2023-08-22 14:52:00,1.2,484.4,656.0,0
40,女性,159.8,57.0,2023-08-22 14:29:00,13.2,368.4,644.6,1
20,男性,169.7,63.5,2023-08-22 23:49:00,21.4,410.2,553.8,1
20,女性,156.6,54.8,2023-08-22 13:44:00,13.8,608.4,773.7,1
79,女性,156.8,54.8,2023-08-22 06:42:00,11.6,512.4,415.3,1
35,女性,161.9,58.4,2023-08-22 23:17:00,5.5,735.5,628.4,0
71,女性,164.4,60.3,2023-08-22 20:58:00,13.5,391.0,313.8,1
79,男性,172.8,66.1,2023-08-22 22:14:00,1.8,609.4,487.5,0
74,女性,161.3,57.5,2023-08-22 01:46:00,1.7,337.2,413.6,0
40,女性,162.6,58.6,2023-08-22 10:32:00,16.3,540.7,308.9,1
52,男性,171.6,65.0,2023-08-22 23:08:00,1.8,534.5,743.0,0
39,男性,166.5,61.9,2023-08-22 07:34:00,1.7,575.5,658.2,0
45,女性,157.0,55.2,2023-08-22 07:53:00,2.3,630.4,495.6,0
78,男性,166.0,61.5,2023-08-22 05:58:00,2.5,325.9,559.8,0
66,女性,157.3,55.1,2023-08-22 16:26:00,17.0,577.0,747.4,1
20,女性,157.2,55.0,2023-08-22 08:48:00,11.9,632.1,480.4,1
69,男性,166.5,61.9,2023-08-22 21:30:00,17.6,619.6,456.4,1
51,女性,164.4,59.7,2023-08-22 02:17:00,11.6,354.5,577.5,1
73,女性,163.0,58.9,2023-08-22 22:21:00,15.8,784.0,436.3,1
71,男性,167.5,62.3,2023-08-22 08:11:00,9.7,586.8,520.8,1
39,女性,158.2,55.1,2023-08-22 20:28:00,4.2,792.8,550.9,0
80,男性,174.8,67.3,2023-08-22 06:12:00,11.8,729.3,573.0,1
35,男性,172.8,66.3,2023-08-22 16:01:00,14.2,420.4,329.0,1
66,女性,155.1,53.6,2023-08-22 15:14:00,10.4,517.7,368.3,1
34,男性,167.3,62.5,2023-08-22 19:04:00,13.0,479.8,602.5,1
70,男性,169.2,63.0,2023-08-22 18:46:00,18.1,313.9,592.5,1
41,女性,158.8,56.4,2023-08-22 17:46:00,8.0,559.7,405.7,1
46,女性,160.5,56.9,2023-08-22 13:22:00,13.8,361.9,314.3,1
59,男性,166.9,62.2,2023-08-22 04:48:00,12.7,669.4,450.5,1
35,女性,163.1,59.1,2023-08-22 04:04:00,15.1,714.8,581.0,1
36,女性,163.7,59.6,2023-08-22 06:14:00,21.3,377.9,736.0,1
52,男性,171.5,65.2,2023-08-22 08:23:00,19.3,742.4,352.2,1
47,女性,163.1,58.7,2023-08-22 20:35:00,14.2,318.2,321.7,1
34,男性,172.7,66.3,2023-08-22 12:47:00,8.8,699.7,595.1,1
33,女性,164.6,60.0,2023-08-22 12:29:00,6.0,313.6,673.1,1
41,女性,162.7,58.8,2023-08-22 01:44:00,10.1,385.9,427.9,1
61,女性,157.8,55.2,2023-08-22 23:29:00,9.6,743.2,506.3,1
20,女性,161.7,58.2,2023-08-22 20:05:00,19.3,734.6,643.2,1
44,女性,159.1,56.2,2023-08-22 18:43:00,8.0,769.4,546.5,1
68,男性,170.5,64.2,2023-08-22 09:39:00,18.6,600.7,694.3,1
40,男性,170.9,64.7,2023-08-22 19:11:00,13.5,565.9,787.8,1
22,女性,156.3,54.7,2023-08-22 04:54:00,10.1,534.0,465.4,1
54,男性,169.0,63.2,2023-08-22 18:37:00,2.8,646.3,402.4,0
77,男性,172.1,65.5,2023-08-22 12:26:00,17.2,378.7,562.2,1
34,男性,174.4,67.9,2023-08-22 01:17:00,21.5,351.7,462.7,1
34,女性,163.0,58.7,2023-08-22 04:45:00,12.0,741.3,549.2,1
37,女性,155.1,53.5,2023-08-22 02:54:00,12.2,587.4,600.9,1
41,男性,166.4,61.4,2023-08-22 21:39:00,9.6,400.8,738.1,1
44,男性,169.9,63.7,2023-08-22 21:43:00,22.5,567.6,384.4,1
73,男性,170.6,64.4,2023-08-22 05:53:00,16.9,677.5,520.5,1
50,女性,164.7,59.8,2023-08-22 19:44:00,10.8,358.4,764.3,1
69,女性,163.1,58.8,2023-08-22 19:16:00,10.1,553.4,641.3,1
76,女性,155.5,54.1,2023-08-22 11:24:00,19.2,659.0,788.9,1
62,女性,159.0,56.2,2023-08-22 05:57:00,4.9,378.4,535.1,1
62,男性,172.2,65.8,2023-08-22 13:42:00,10.3,544.7,689.3,1
63,女性,157.3,55.3,2023-08-22 20:33:00,18.0,424.4,356.3,1
48,男性,166.9,62.2,2023-08-22 20:58:00,12.9,347.3,327.7,1
37,女性,156.0,53.5,2023-08-22 04:48:00,19.6,649.7,338.8,1
41,男性,168.8,63.4,2023-08-22 16:08:00,9.9,754.4,367.8,1
71,女性,155.1,53.6,2023-08-22 16:38:00,5.0,743.0,377.1,0
31,男性,167.1,61.7,2023-08-22 06:17:00,15.2,748.8,589.9,1
51,女性,160.9,57.3,2023-08-22 02:05:00,7.2,523.9,635.3,1
52,男性,170.9,65.2,2023-08-22 05:31:00,12.6,700.4,755.4,1
38,女性,162.1,58.4,2023-08-22 07:48:00,14.8,322.5,617.3,1
54,男性,165.3,60.7,2023-08-22 17:06:00,17.9,335.4,332.9,1
58,男性,167.6,62.7,2023-08-22 13:51:00,2.6,347.6,556.8,1
61,女性,163.1,59.4,2023-08-22 20:05:00,11.1,701.1,676.3,1
19,男性,174.8,67.4,2023-08-22 20:41:00,1.5,421.2,359.9,1
46,男性,167.7,62.3,2023-08-22 19:40:00,1.8,784.0,397.3,0
72,男性,168.6,62.6,2023-08-22 12:13:00,5.3,778.1,601.8,0
61,女性,158.3,55.9,2023-08-22 12:32:00,5.3,742.4,760.7,0
21,男性,172.2,66.1,2023-08-22 12:37:00,5.2,346.1,463.5,1
18,女性,162.4,58.2,2023-08-22 23:37:00,4.9,657.9,388.6,1
58,女性,164.1,59.3,2023-08-22 12:44:00,19.1,328.9,702.8,1
47,女性,155.8,53.7,2023-08-22 22:20:00,7.0,794.9,466.2,1
55,男性,167.7,62.1,2023-08-22 12:49:00,1.0,444.0,557.7,0
19,女性,162.5,58.8,2023-08-22 13:58:00,4.0,522.4,594.8,1
69,男性,165.5,61.0,2023-08-22 06:42:00,11.0,674.7,441.5,1
55,男性,172.5,66.4,2023-08-22 10:08:00,12.2,790.6,657.3,1
69,女性,158.2,55.6,2023-08-22 01:15:00,5.1,429.2,756.0,0
25,男性,168.6,63.5,2023-08-22 10:32:00,3.6,310.8,711.8,1
19,女性,160.4,56.6,2023-08-22 19:23:00,9.3,626.3,566.2,1
37,男性,172.9,66.7,2023-08-22 22:23:00,5.7,337.8,453.8,1
37,女性,156.9,54.8,2023-08-22 11:32:00,20.7,633.4,467.5,1
32,男性,174.3,67.8,2023-08-22 06:23:00,18.9,424.3,784.6,1
45,女性,161.6,58.2,2023-08-22 05:31:00,16.8,431.1,689.8,1
80,女性,159.3,55.9,2023-08-22 10:58:00,4.7,695.2,686.2,0
20,女性,155.4,53.8,2023-08-22 21:19:00,15.5,755.5,477.3,1
30,男性,172.2,65.6,2023-08-22 18:33:00,4.3,580.3,462.3,1
54,男性,173.2,66.2,2023-08-22 14:42:00,2.1,674.8,624.7,0
68,男性,174.5,67.6,2023-08-22 20:40:00,21.6,403.0,333.4,1
65,男性,166.3,61.5,2023-08-22 01:44:00,9.3,654.4,755.6,1
47,男性,167.4,62.3,2023-08-22 08:58:00,1.2,541.0,670.9,0
41,女性,156.4,54.1,2023-08-22 23:28:00,18.5,377.9,761.4,1
60,男性,166.2,61.2,2023-08-22 03:37:00,18.6,523.7,364.6,1
30,女性,159.4,56.3,2023-08-22 06:02:00,11.3,630.3,723.9,1
79,男性,169.9,64.4,2023-08-22 09:35:00,11.6,695.3,614.2,1
23,男性,169.0,63.5,2023-08-22 02:50:00,4.5,381.9,394.2,1
34,女性,158.5,56.2,2023-08-22 01:58:00,5.2,357.5,721.2,1
55,男性,166.9,62.0,2023-08-22 17:48:00,16.7,488.7,398.1,1
80,男性,168.7,63.6,2023-08-22 07:21:00,20.5,691.2,552.6,1
60,女性,162.5,58.5,2023-08-22 17:38:00,3.3,625.2,301.0,1
45,女性,159.0,56.6,2023-08-22 10:55:00,1.7,616.8,651.6,0
55,男性,170.8,64.7,2023-08-22 23:31:00,1.9,780.7,434.0,0
50,女性,159.4,56.7,2023-08-22 23:59:00,1.4,727.1,686.0,0
67,男性,167.4,61.9,2023-08-22 03:37:00,10.9,315.3,378.3,1
33,男性,170.1,63.8,2023-08-22 03:06:00,3.0,739.0,507.0,0
56,男性,170.5,64.9,2023-08-22 07:52:00,9.8,498.0,770.1,1
20,男性,170.6,64.7,2023-08-22 01:56:00,11.8,707.1,589.1,1
35,女性,163.7,59.7,2023-08-22 16:14:00,8.5,433.9,469.9,1
78,女性,161.1,57.6,2023-08-22 06:42:00,3.8,647.2,330.7,0
53,男性,169.4,63.4,2023-08-22 15:38:00,17.6,633.3,740.2,1
66,男性,169.1,63.2,2023-08-22 03:35:00,6.3,313.2,402.8,1
59,女性,163.5,59.8,2023-08-22 05:44:00,3.9,486.3,729.4,0
80,女性,163.7,59.7,2023-08-22 07:58:00,20.1,316.3,735.6,1
31,男性,167.7,62.5,2023-08-22 20:01:00,2.4,525.8,558.7,0
22,男性,165.1,60.7,2023-08-22 05:34:00,13.8,565.6,707.2,1
42,女性,158.9,56.4,2023-08-22 05:39:00,12.2,409.4,791.4,1
68,女性,161.8,58.3,2023-08-22 11:21:00,7.5,453.9,347.2,1
54,女性,163.2,59.0,2023-08-22 17:57:00,5.7,632.5,473.6,1
25,女性,161.5,57.4,2023-08-22 20:47:00,1.5,688.7,648.6,0
33,男性,174.3,67.7,2023-08-22 09:58:00,4.0,556.9,678.1,0
60,男性,173.8,66.5,2023-08-22 19:24:00,14.3,658.1,403.1,1
66,女性,163.3,58.8,2023-08-22 21:40:00,7.4,670.0,475.8,1
45,女性,163.7,59.1,2023-08-22 21:19:00,16.5,307.0,489.8,1
32,男性,171.2,65.3,2023-08-22 12:57:00,23.0,743.6,443.9,1
53,女性,162.5,58.4,2023-08-22 23:01:00,9.1,709.3,643.4,1
72,女性,161.0,57.1,2023-08-22 14:32:00,2.3,711.8,323.0,0
18,男性,171.0,64.9,2023-08-22 08:14:00,18.5,313.7,718.7,1
23,男性,173.7,66.5,2023-08-22 16:14:00,21.1,735.6,720.6,1
56,女性,159.5,56.7,2023-08-22 01:16:00,5.9,483.1,617.4,1
75,男性,165.8,60.9,2023-08-22 14:41:00,3.4,715.1,315.9,0
67,男性,166.0,61.1,2023-08-22 12:15:00,14.1,325.5,615.1,1
56,男性,171.1,64.6,2023-08-22 20:35:00,10.0,578.1,482.6,1
58,男性,173.1,66.9,2023-08-22 04:15:00,19.3,765.5,665.9,1
73,女性,162.4,58.8,2023-08-22 15:50:00,22.7,489.1,598.6,1
64,男性,167.9,62.7,2023-08-22 11:09:00,19.0,483.8,618.0,1
30,女性,157.7,55.6,2023-08-22 02:53:00,13.0,763.1,697.9,1
31,男性,168.4,63.1,2023-08-22 18:15:00,12.1,316.0,671.2,1
46,男性,166.6,61.3,2023-08-22 04:17:00,2.2,528.7,771.2,0
59,女性,155.6,53.5,2023-08-22 13:04:00,20.8,348.7,580.4,1
49,男性,169.3,63.1,2023-08-22 13:30:00,16.5,369.7,541.6,1
39,女性,162.8,59.3,2023-08-22 19:08:00,13.9,512.1,588.7,1
46,女性,160.9,57.4,2023-08-22 12:12:00,21.8,414.4,430.5,1
80,女性,163.4,59.5,2023-08-22 08:58:00,21.8,379.0,444.8,1
19,女性,156.5,54.4,2023-08-22 04:12:00,14.8,756.8,493.0,1
21,女性,155.1,53.1,2023-08-22 06:30:00,16.0,787.6,410.5,1
31,男性,171.6,64.8,2023-08-22 11:41:00,10.6,641.8,767.7,1
77,男性,174.5,67.1,2023-08-22 23:59:00,6.0,702.8,766.9,0
23,男性,167.4,62.6,2023-08-22 14:34:00,4.8,412.5,421.9,1
63,女性,157.7,54.8,2023-08-22 16:11:00,18.7,535.6,784.7,1
30,男性,173.2,66.4,2023-08-22 04:48:00,7.8,514.6,611.6,1
74,男性,174.4,67.4,2023-08-22 04:58:00,15.0,329.0,588.1,1
18,女性,159.1,56.6,2023-08-22 11:36:00,15.1,475.0,308.7,1
42,男性,169.0,62.9,2023-08-22 22:41:00,20.8,760.9,743.7,1
57,女性,161.5,58.2,2023-08-22 23:38:00,17.2,776.5,796.3,1
53,女性,159.2,56.6,2023-08-22 13:18:00,16.1,730.7,531.9,1
78,男性,173.5,67.1,2023-08-22 19:56:00,16.1,331.9,710.5,1
39,男性,165.2,60.9,2023-08-22 12:16:00,16.1,355.7,670.1,1
69,女性,158.6,55.9,2023-08-22 22:12:00,16.0,590.7,415.4,1
30,男性,174.5,67.6,2023-08-22 21:12:00,11.7,665.1,455.8,1
70,女性,165.0,60.1,2023-08-22 06:51:00,14.7,565.5,650.6,1
40,女性,164.5,60.4,2023-08-22 02:23:00,21.4,752.6,496.1,1
47,男性,169.4,63.5,2023-08-22 10:03:00,15.6,437.1,521.2,1
75,女性,159.3,56.6,2023-08-22 11:37:00,2.4,570.4,479.0,0
44,男性,169.9,63.7,2023-08-22 15:04:00,19.6,770.7,382.3,1
57,女性,158.0,55.2,2023-08-22 03:40:00,12.3,368.5,704.7,1
41,女性,155.5,53.2,2023-08-22 07:46:00,19.5,746.8,602.1,1
45,女性,157.6,55.4,2023-08-22 02:28:00,15.1,453.8,393.8,1
65,女性,164.5,60.2,2023-08-22 10:40:00,22.9,484.6,770.8,1
48,男性,173.5,67.2,2023-08-22 19:12:00,7.2,361.1,519.9,1
60,女性,162.7,58.6,2023-08-22 03:25:00,17.9,719.9,407.1,1
70,女性,164.4,59.5,2023-08-22 13:53:00,21.5,337.1,331.1,1
44,女性,155.9,53.9,2023-08-22 07:01:00,17.5,397.7,332.1,1
78,男性,173.9,66.9,2023-08-22 04:43:00,20.2,502.8,356.4,1
50,男性,166.1,61.4,2023-08-22 04:32:00,12.8,407.4,505.3,1
46,女性,156.1,54.6,2023-08-22 22:02:00,4.7,655.8,507.1,0
22,男性,170.0,63.9,2023-08-22 05:34:00,9.0,457.3,437.8,1
21,女性,158.9,56.5,2023-08-22 21:03:00,5.4,655.1,530.6,1
33,女性,163.2,58.8,2023-08-22 11:07:00,12.0,505.9,790.2,1
27,女性,156.5,54.7,2023-08-22 01:36:00,19.9,355.4,309.8,1
34,男性,167.2,61.7,2023-08-22 04:02:00,10.3,483.0,786.9,1
37,女性,164.4,60.2,2023-08-22 19:05:00,13.5,423.1,456.2,1
62,女性,164.0,59.7,2023-08-22 06:18:00,8.8,646.9,605.6,1
55,男性,168.9,62.9,2023-08-22 08:04:00,14.6,538.2,712.2,1
61,男性,168.1,62.9,2023-08-22 04:25:00,18.6,349.0,373.5,1
57,女性,165.0,59.9,2023-08-22 21:15:00,1.7,592.7,643.4,0
59,男性,170.3,64.5,2023-08-22 12:43:00,9.8,520.3,323.2,1
23,男性,167.6,62.6,2023-08-22 21:29:00,15.7,446.6,734.5,1
67,男性,165.4,60.4,2023-08-22 04:57:00,4.5,572.3,364.5,1
18,女性,160.5,57.5,2023-08-22 13:09:00,9.8,477.3,382.3,1
62,男性,168.3,63.0,2023-08-22 18:40:00,3.2,536.7,408.0,1
68,男性,166.3,61.6,2023-08-22 03:58:00,18.9,360.9,318.0,1
27,男性,170.6,65.0,2023-08-22 03:49:00,14.3,722.5,672.5,1
46,男性,169.1,62.9,2023-08-22 01:37:00,12.4,717.4,533.0,1
70,男性,172.8,66.1,2023-08-22 09:25:00,18.4,540.3,509.4,1
34,男性,174.2,67.1,2023-08-22 04:37:00,8.8,688.3,338.4,1
60,女性,156.6,54.4,2023-08-22 12:30:00,4.4,367.1,479.2,1
78,女性,162.5,58.2,2023-08-22 15:21:00,3.7,465.7,464.1,1
29,女性,162.7,58.6,2023-08-22 17:52:00,17.0,304.6,504.9,1
60,女性,163.8,59.6,2023-08-22 19:47:00,17.8,388.8,318.3,1
64,女性,161.0,57.6,2023-08-22 16:54:00,8.7,796.4,787.3,0
53,男性,168.5,63.4,2023-08-22 19:33:00,11.9,420.6,353.0,1
51,男性,170.3,64.3,2023-08-22 15:02:00,21.7,765.6,594.0,1
49,男性,173.0,66.2,2023-08-22 02:59:00,19.2,532.1,755.3,1
23,男性,171.0,64.4,2023-08-22 19:35:00,18.9,622.6,463.4,1
39,女性,155.9,53.9,2023-08-22 03:53:00,7.5,725.3,667.4,0
30,女性,164.8,60.4,2023-08-22 09:49:00,2.9,784.1,403.3,0
54,男性,172.6,65.8,2023-08-22 16:06:00,3.0,418.1,770.9,0
41,男性,169.8,64.4,2023-08-22 18:13:00,17.4,725.9,654.9,1
66,女性,157.8,55.5,2023-08-22 11:47:00,19.2,374.4,743.2,1
36,男性,173.6,66.6,2023-08-22 12:17:00,5.0,585.5,485.8,1
21,女性,163.7,59.8,2023-08-22 07:57:00,20.3,417.3,597.8,1
70,男性,169.7,63.9,2023-08-22 13:10:00,22.1,775.9,387.3,1
73,女性,162.6,58.6,2023-08-22 13:06:00,21.3,719.2,770.4,1
67,男性,168.6,62.9,2023-08-22 16:17:00,16.5,432.3,391.0,1
68,女性,157.9,55.3,2023-08-22 23:15:00,16.3,411.2,644.8,1
53,男性,171.7,65.4,2023-08-22 13:19:00,7.9,434.4,755.6,1
29,男性,173.2,66.0,2023-08-22 21:50:00,15.1,683.4,682.0,1
63,女性,164.9,60.5,2023-08-22 23:35:00,4.2,661.9,523.5,0
30,男性,172.3,65.7,2023-08-22 09:50:00,3.5,504.7,584.3,1
54,女性,159.8,57.2,2023-08-22 08:26:00,2.0,424.1,639.9,0
75,女性,161.9,57.9,2023-08-22 09:10:00,1.2,553.7,471.5,0
72,女性,156.7,54.9,2023-08-22 15:26:00,1.5,467.3,355.1,0
58,女性,164.0,59.9,2023-08-22 06:59:00,6.4,587.7,653.1,1
44,男性,172.0,65.9,2023-08-22 08:39:00,10.9,658.8,539.2,1
51,男性,166.7,62.0,2023-08-22 20:37:00,16.5,761.6,546.0,1
80,女性,161.9,58.3,2023-08-22 22:02:00,17.1,747.3,385.6,1
75,女性,158.7,55.6,2023-08-22 01:48:00,15.2,315.7,743.7,1
43,男性,173.8,67.3,2023-08-22 06:02:00,2.3,559.1,437.6,0
69,男性,165.3,60.4,2023-08-22 05:03:00,21.6,604.2,406.2,1
59,女性,157.4,55.3,2023-08-22 15:50:00,20.5,783.8,731.5,1
20,男性,174.3,67.1,2023-08-22 03:41:00,21.5,681.0,424.5,1
50,女性,161.1,57.7,2023-08-22 03:44:00,1.1,571.2,563.0,0
67,男性,168.8,62.7,2023-08-22 16:04:00,2.4,614.6,646.2,0
24,男性,167.5,61.8,2023-08-22 07:48:00,10.7,550.5,787.7,1
21,女性,155.0,53.0,2023-08-22 08:53:00,2.5,740.1,694.5,0
34,女性,164.8,60.5,2023-08-22 21:02:00,11.5,668.8,618.4,1
74,女性,157.9,55.4,2023-08-22 08:51:00,17.7,765.7,310.4,1
52,女性,161.4,57.5,2023-08-22 08:02:00,9.9,540.8,712.2,1
64,男性,170.9,64.3,2023-08-22 21:15:00,13.2,413.5,627.8,1
50,男性,166.1,61.1,2023-08-22 14:29:00,17.8,701.0,564.9,1
38,男性,171.6,65.2,2023-08-22 15:18:00,3.4,737.1,403.3,0
49,男性,166.5,61.1,2023-08-22 07:54:00,18.9,721.8,419.4,1
45,男性,171.4,65.4,2023-08-22 08:33:00,19.8,698.3,327.1,1
25,女性,162.9,58.4,2023-08-22 01:08:00,21.4,790.5,462.6,1
61,男性,168.4,62.9,2023-08-22 13:48:00,22.7,758.2,423.0,1
38,女性,160.9,57.1,2023-08-22 10:13:00,9.5,542.4,485.1,1
58,女性,156.4,54.4,2023-08-22 07:24:00,9.7,593.4,721.4,1
18,女性,155.3,53.6,2023-08-22 20:30:00,12.2,674.4,426.2,1
65,男性,167.9,62.9,2023-08-22 06:13:00,5.8,476.6,322.9,1
61,女性,162.9,58.5,2023-08-22 03:51:00,21.7,553.0,309.0,1
29,女性,159.4,56.2,2023-08-22 13:22:00,14.9,549.9,330.0,1
78,女性,162.2,58.0,2023-08-22 08:13:00,18.9,571.4,668.9,1
49,男性,167.8,62.0,2023-08-22 08:52:00,2.5,389.2,744.1,0
58,男性,168.8,63.3,2023-08-22 07:42:00,8.0,688.4,749.8,1
32,男性,171.6,65.0,2023-08-22 05:09:00,5.5,510.2,627.0,1
63,女性,156.9,54.4,2023-08-22 19:23:00,17.9,646.1,454.7,1
26,男性,173.2,66.7,2023-08-22 19:25:00,19.1,782.0,311.9,1
80,女性,157.8,55.7,2023-08-22 20:44:00,14.6,485.4,728.2,1
49,女性,159.6,56.6,2023-08-22 13:58:00,17.1,304.8,624.2,1
24,女性,157.0,54.6,2023-08-22 14:23:00,6.0,505.1,444.0,1
29,男性,170.1,64.0,2023-08-22 04:13:00,15.0,449.0,660.2,1
77,男性,174.1,67.6,2023-08-22 07:26:00,11.1,519.0,336.2,1
32,女性,158.2,55.8,2023-08-22 07:53:00,2.4,736.4,356.2,0
61,男性,168.3,62.8,2023-08-22 02:24:00,11.5,510.9,327.3,1
51,女性,164.8,60.2,2023-08-22 14:50:00,21.1,731.8,383.2,1
30,女性,164.0,60.1,2023-08-22 06:22:00,4.0,424.7,680.7,1
39,女性,163.7,59.3,2023-08-22 21:21:00,16.0,355.9,663.6,1
79,男性,170.8,65.0,2023-08-22 05:07:00,4.9,651.3,608.6,0
36,女性,155.5,54.1,2023-08-22 01:25:00,23.0,569.7,710.0,1
61,男性,168.2,62.9,2023-08-22 12:10:00,2.3,642.6,618.3,0
79,女性,155.8,53.4,2023-08-22 15:02:00,20.3,326.0,762.8,1
66,女性,161.5,57.6,2023-08-22 03:03:00,10.1,349.5,417.6,1
73,男性,171.4,65.0,2023-08-22 16:58:00,11.7,451.7,446.2,1
48,男性,169.5,64.1,2023-08-22 15:53:00,9.3,363.8,600.3,1
56,男性,167.2,62.0,2023-08-22 14:29:00,15.2,733.0,761.3,1
23,男性,172.2,66.2,2023-08-22 11:44:00,21.4,427.0,459.0,1
29,男性,166.0,60.6,2023-08-22 21:29:00,20.3,799.2,783.2,1
80,男性,168.6,62.6,2023-08-22 09:09:00,13.3,390.8,324.2,1
67,男性,173.6,67.3,2023-08-22 07:27:00,2.5,490.9,549.1,0
18,女性,157.5,54.9,2023-08-22 03:20:00,11.2,552.8,635.0,1
50,男性,165.9,60.7,2023-08-22 15:08:00,10.7,644.4,708.5,1
61,男性,172.5,66.0,2023-08-22 17:32:00,16.4,714.3,787.3,1
31,男性,170.4,64.2,2023-08-22 07:14:00,10.5,728.2,460.8,1
58,女性,157.5,54.8,2023-08-22 11:19:00,8.2,754.4,608.6,1
73,女性,163.6,59.5,2023-08-22 10:43:00,2.2,373.6,735.3,0
38,女性,164.0,59.5,2023-08-22 23:36:00,6.3,628.0,758.3,0
21,女性,155.4,53.5,2023-08-22 15:41:00,5.3,757.2,542.8,0
63,男性,172.8,65.8,2023-08-22 15:01:00,23.0,363.7,746.0,1
49,男性,172.3,65.9,2023-08-22 17:38:00,21.4,635.2,530.8,1
40,女性,161.2,57.7,2023-08-22 15:54:00,10.8,419.9,749.9,1
66,男性,169.7,63.5,2023-08-22 22:43:00,12.9,685.0,407.6,1
73,女性,164.1,60.2,2023-08-22 19:20:00,20.9,598.5,792.8,1
74,女性,159.4,56.3,2023-08-22 23:02:00,16.2,672.1,425.0,1
23,女性,160.7,56.8,2023-08-22 21:20:00,19.8,616.3,627.9,1
37,男性,168.4,62.8,2023-08-22 01:21:00,16.6,742.6,382.0,1
38,女性,161.6,57.9,2023-08-22 10:06:00,21.2,454.6,413.1,1
80,男性,165.8,61.3,2023-08-22 20:44:00,22.9,785.8,674.5,1
68,男性,173.5,67.0,2023-08-22 13:41:00,3.3,400.9,424.3,1
43,女性,158.6,55.8,2023-08-22 03:37:00,13.6,540.0,361.9,1
52,女性,156.4,54.2,2023-08-22 01:05:00,21.0,743.6,615.3,1
40,男性,169.4,63.9,2023-08-22 01:23:00,14.6,493.3,787.4,1
66,女性,160.1,56.8,2023-08-22 11:28:00,12.8,631.8,336.4,1
75,女性,159.0,55.8,2023-08-22 16:03:00,20.3,723.2,643.7,1
48,女性,157.1,54.8,2023-08-22 01:18:00,4.1,760.2,458.3,0
22,女性,163.9,59.2,2023-08-22 12:12:00,10.9,617.4,552.4,1
26,女性,160.4,56.8,2023-08-22 06:53:00,17.8,492.8,649.8,1
77,女性,157.3,55.0,2023-08-22 05:17:00,16.8,592.3,686.6,1
38,女性,159.4,56.2,2023-08-22 16:34:00,16.7,330.9,398.1,1
59,男性,172.4,65.4,2023-08-22 06:10:00,20.1,726.6,528.0,1
34,女性,156.9,54.9,2023-08-22 21:47:00,8.9,494.6,372.7,1
58,男性,170.9,65.2,2023-08-22 23:14:00,2.2,697.3,314.2,0
72,女性,162.3,58.6,2023-08-22 12:17:00,9.4,336.3,449.0,1
72,男性,174.5,67.3,2023-08-22 01:15:00,18.0,755.8,582.8,1
